"Date","Price","Open","High","Low","Vol.","Change %"
"07/10/2024","137.50","141.49","141.49","137.00","1.93M","-1.72%"
"07/09/2024","139.90","143.11","145.90","139.00","3.23M","-2.47%"
"07/08/2024","143.44","140.00","145.10","137.51","5.28M","3.42%"
"07/05/2024","138.70","132.50","140.75","130.30","10.03M","4.77%"
"07/04/2024","132.39","132.49","134.90","127.00","7.00M","-0.46%"
"07/03/2024","133.00","126.75","133.75","126.50","7.32M","5.56%"
"07/02/2024","126.00","125.99","126.80","125.43","2.22M","0.84%"
"07/01/2024","124.95","123.99","125.70","122.52","1.96M","0.77%"
"06/28/2024","124.00","124.60","124.60","121.60","3.46M","0.32%"
"06/27/2024","123.60","125.00","126.00","123.25","1.15M","0.24%"
"06/26/2024","123.30","126.95","126.95","123.25","2.15M","-1.75%"
"06/25/2024","125.50","126.80","128.30","125.50","2.58M","-1.17%"
"06/24/2024","126.99","125.80","129.98","125.80","5.39M","0.70%"
"06/21/2024","126.11","123.50","127.97","122.40","12.90M","3.44%"
"06/20/2024","121.92","113.35","121.92","112.06","20.94M","7.89%"
"06/14/2024","113.00","110.00","113.25","108.90","5.19M","3.01%"
"06/13/2024","109.70","105.00","110.40","104.80","5.60M","4.48%"
"06/12/2024","105.00","104.07","106.44","104.06","391.28K","-0.01%"
"06/11/2024","105.01","105.48","107.25","104.50","619.88K","-0.23%"
"06/10/2024","105.25","106.48","107.46","105.10","1.05M","-1.16%"
"06/07/2024","106.48","108.82","109.50","104.12","2.53M","-2.22%"
"06/06/2024","108.90","108.85","110.49","108.10","1.25M","0.28%"
"06/05/2024","108.60","112.00","112.00","108.40","2.99M","-3.04%"
"06/04/2024","112.00","113.08","113.50","111.22","2.33M","-0.88%"
"06/03/2024","113.00","114.00","114.49","112.90","1.29M","-0.68%"
"05/31/2024","113.77","114.00","114.38","113.40","2.29M","0.15%"
"05/30/2024","113.60","114.40","114.50","113.36","1.10M","-0.35%"
"05/29/2024","114.00","114.75","115.35","113.10","2.00M","-0.65%"
"05/27/2024","114.75","114.60","116.80","113.83","6.16M","0.38%"
"05/24/2024","114.32","113.25","114.95","113.05","2.94M","1.40%"
"05/23/2024","112.74","112.75","113.97","112.26","905.98K","-0.23%"
"05/22/2024","113.00","113.90","114.25","112.51","777.25K","-0.79%"
"05/21/2024","113.90","113.50","114.70","113.30","1.90M","0.36%"
"05/20/2024","113.49","116.10","116.10","113.27","1.26M","-1.74%"
"05/17/2024","115.50","116.00","116.74","115.25","1.11M","-0.35%"
"05/16/2024","115.90","115.50","116.40","114.80","4.25M","0.56%"
"05/15/2024","115.26","115.01","115.85","114.50","2.51M","0.31%"
"05/14/2024","114.90","113.10","115.26","113.10","4.42M","1.24%"
"05/13/2024","113.49","113.41","114.10","113.00","1.67M","0.42%"
"05/10/2024","113.01","113.20","113.80","112.50","790.05K","-0.54%"
"05/09/2024","113.62","113.51","114.60","112.90","2.00M","-0.33%"
"05/08/2024","114.00","113.39","114.30","112.06","2.99M","1.06%"
"05/07/2024","112.80","111.98","113.49","111.50","3.37M","0.71%"
"05/06/2024","112.00","113.02","113.35","111.40","2.73M","-0.36%"
"05/03/2024","112.40","111.73","113.88","111.73","6.79M","0.26%"
"05/02/2024","112.11","113.50","115.75","112.00","3.47M","-3.93%"
"04/30/2024","116.70","116.94","118.20","116.00","4.03M","-0.26%"
"04/29/2024","117.00","118.05","118.80","115.40","5.59M","-0.68%"
"04/26/2024","117.80","118.00","118.60","116.30","3.85M","-0.10%"
"04/25/2024","117.92","119.40","119.80","117.26","4.56M","-0.61%"
"04/24/2024","118.64","115.99","119.10","114.98","12.55M","2.30%"
"04/23/2024","115.97","115.00","116.60","113.60","13.14M","0.84%"
"04/22/2024","115.00","115.10","116.50","112.51","48.15M","0.10%"
"04/19/2024","114.88","113.40","115.85","113.15","2.28M","0.55%"
"04/18/2024","114.25","115.80","116.73","113.60","3.25M","-0.87%"
"04/17/2024","115.25","116.00","117.50","114.50","3.63M","-0.29%"
"04/16/2024","115.59","111.30","118.48","111.00","15.88M","4.11%"
"04/15/2024","111.03","111.48","111.50","108.99","1.52M","1.86%"
"04/09/2024","109.00","111.79","112.84","108.75","4.31M","-0.96%"
"04/08/2024","110.06","108.99","110.70","107.95","1.51M","1.16%"
"04/04/2024","108.80","106.69","109.90","106.00","1.76M","2.26%"
"04/03/2024","106.40","105.00","106.70","104.60","1.05M","1.34%"
"04/02/2024","104.99","105.49","105.49","104.10","278.08K","-0.01%"
"04/01/2024","105.00","104.95","105.90","104.65","358.08K","0.67%"
"03/29/2024","104.30","105.95","106.45","104.25","671.01K","-1.32%"
"03/28/2024","105.70","104.50","105.75","104.11","432.65K","1.44%"
"03/27/2024","104.20","104.00","106.40","103.50","1.25M","0.20%"
"03/26/2024","103.99","104.49","105.00","103.00","898.19K","0.26%"
"03/25/2024","103.72","105.00","105.75","103.00","925.71K","-1.22%"
"03/22/2024","105.00","107.00","107.00","104.51","1.36M","-1.64%"
"03/21/2024","106.75","108.74","108.80","106.19","2.22M","-0.97%"
"03/20/2024","107.80","109.00","109.50","107.49","734.10K","-0.29%"
"03/19/2024","108.11","108.50","110.45","108.11","1.22M","-0.36%"
"03/18/2024","108.50","109.50","109.50","108.00","555.71K","-4.62%"
"03/15/2024","113.75","113.20","114.49","113.20","651.36K","-0.12%"
"03/14/2024","113.89","112.99","114.00","112.55","1.13M","1.24%"
"03/13/2024","112.50","113.68","114.00","112.06","471.49K","-1.14%"
"03/12/2024","113.80","114.67","114.91","113.26","317.71K","-0.61%"
"03/11/2024","114.50","114.00","116.00","114.00","396.40K","-0.01%"
"03/08/2024","114.51","115.49","116.00","114.31","491.92K","-0.25%"
"03/07/2024","114.80","116.19","116.50","114.61","677.46K","-1.08%"
"03/06/2024","116.05","116.00","117.95","115.80","1.63M","0.13%"
"03/05/2024","115.90","116.00","116.41","115.05","1.63M","0.55%"
"03/04/2024","115.27","117.00","117.00","114.85","4.07M","-1.35%"
"03/01/2024","116.85","116.05","117.80","115.85","2.45M","0.82%"
"02/29/2024","115.90","115.00","116.55","115.00","1.62M","1.31%"
"02/28/2024","114.40","115.00","116.98","114.06","5.01M","-0.52%"
"02/27/2024","115.00","115.50","116.00","114.20","3.45M","0.17%"
"02/26/2024","114.80","113.77","116.00","113.77","3.55M","0.91%"
"02/23/2024","113.76","113.03","115.01","112.00","3.34M","1.14%"
"02/22/2024","112.48","112.00","113.40","110.05","725.84K","0.61%"
"02/21/2024","111.80","110.55","113.00","110.55","528.23K","0.90%"
"02/20/2024","110.80","110.00","111.29","108.91","347.63K","0.12%"
"02/19/2024","110.67","110.00","111.48","108.51","448.40K","1.30%"
"02/16/2024","109.25","110.50","111.39","108.01","524.34K","-1.48%"
"02/15/2024","110.89","111.11","112.49","108.35","939.37K","-0.55%"
"02/14/2024","111.50","111.00","112.55","111.00","961.38K","1.36%"
"02/13/2024","110.00","107.01","110.50","103.00","1.39M","1.20%"
"02/12/2024","108.70","110.00","112.40","105.35","3.68M","-1.64%"
"02/09/2024","110.51","110.50","111.90","106.27","1.50M","-2.03%"
"02/07/2024","112.80","112.89","114.00","112.34","2.24M","0.28%"
"02/06/2024","112.48","113.70","113.70","111.80","1.22M","0.53%"
"02/02/2024","111.89","112.00","112.83","111.50","2.21M","0.08%"
"02/01/2024","111.80","111.48","112.35","111.20","636.33K","0.72%"
"01/31/2024","111.00","111.70","112.40","110.51","956.49K","0.18%"
"01/30/2024","110.80","112.99","113.98","110.40","1.34M","-1.07%"
"01/29/2024","112.00","113.90","113.97","111.51","3.15M","-1.67%"
"01/26/2024","113.90","116.00","116.89","113.51","2.07M","-1.39%"
"01/25/2024","115.50","116.00","117.01","115.01","3.34M","-0.20%"
"01/24/2024","115.73","116.95","116.95","115.50","744.95K","-0.22%"
"01/23/2024","115.99","115.10","116.60","115.10","9.67M","0.97%"
"01/22/2024","114.88","114.64","115.48","113.10","563.76K","0.68%"
"01/19/2024","114.10","115.25","116.50","114.07","358.82K","-0.70%"
"01/18/2024","114.90","115.00","115.85","112.66","872.34K","-0.32%"
"01/17/2024","115.27","116.01","117.20","114.93","5.08M","-0.84%"
"01/16/2024","116.25","117.26","118.00","116.25","1.14M","-1.46%"
"01/15/2024","117.97","119.30","120.81","117.27","1.91M","-0.28%"
"01/12/2024","118.30","118.00","119.00","117.50","1.60M","0.60%"
"01/11/2024","117.60","115.25","117.78","114.01","1.24M","2.26%"
"01/10/2024","115.00","117.00","117.00","114.90","447.28K","-0.26%"
"01/09/2024","115.30","116.99","117.44","115.27","390.89K","-0.63%"
"01/08/2024","116.03","117.25","118.00","116.01","573.04K","-1.24%"
"01/05/2024","117.49","117.45","117.99","115.20","1.06M","0.94%"
"01/04/2024","116.40","117.10","117.75","116.10","1.13M","-0.82%"
"01/03/2024","117.36","117.01","119.21","116.49","3.26M","0.36%"
"01/02/2024","116.94","116.89","118.80","115.00","4.16M","0.65%"
"01/01/2024","116.19","110.83","116.50","110.83","2.88M","5.63%"
"12/29/2023","110.00","111.01","112.00","109.55","1.49M","-1.08%"
"12/28/2023","111.20","111.26","113.49","110.20","3.34M","1.00%"
"12/27/2023","110.10","110.50","110.94","107.05","2.96M","0.55%"
"12/26/2023","109.50","116.00","118.80","107.25","5.38M","-5.19%"
"12/22/2023","115.50","119.50","121.00","115.00","1.56M","-3.75%"
"12/21/2023","120.00","116.55","120.25","116.10","902.68K","0.83%"
"12/20/2023","119.01","119.10","121.00","116.25","2.34M","0.01%"
"12/19/2023","119.00","123.95","123.95","118.20","2.76M","-3.25%"
"12/18/2023","123.00","125.11","126.50","123.00","1.66M","-0.97%"
"12/15/2023","124.20","124.00","126.70","122.50","3.64M","0.57%"
"12/14/2023","123.50","123.94","124.49","121.00","4.07M","0.78%"
"12/13/2023","122.55","124.70","125.60","121.20","4.17M","-1.12%"
"12/12/2023","123.94","124.98","125.40","122.50","2.28M","-0.17%"
"12/11/2023","124.15","129.47","132.50","121.16","24.84M","-4.62%"
"12/08/2023","130.17","122.00","130.17","121.20","8.66M","7.31%"
"12/07/2023","121.30","118.11","124.20","118.11","6.38M","2.84%"
"12/06/2023","117.95","113.00","118.00","112.45","2.95M","4.83%"
"12/05/2023","112.52","111.53","114.40","111.53","2.23M","0.91%"
"12/04/2023","111.50","112.00","113.10","111.16","1.23M","-0.28%"
"12/01/2023","111.81","112.49","112.99","110.50","885.12K","-0.17%"
"11/30/2023","112.00","112.98","114.10","109.05","3.23M","0.90%"
"11/29/2023","111.00","115.00","116.50","109.50","3.96M","-3.10%"
"11/28/2023","114.55","111.25","116.50","111.25","7.09M","5.06%"
"11/27/2023","109.03","102.25","109.03","102.10","10.97M","7.10%"
"11/24/2023","101.80","97.40","104.18","97.00","11.46M","5.09%"
"11/23/2023","96.87","96.50","98.40","96.10","3.26M","-0.14%"
"11/22/2023","97.01","96.05","97.75","96.05","1.46M","0.27%"
"11/21/2023","96.75","97.00","97.70","96.65","1.66M","0.50%"
"11/20/2023","96.27","97.50","97.69","95.82","405.57K","-0.44%"
"11/17/2023","96.70","101.00","101.20","96.70","2.96M","-0.31%"
"11/16/2023","97.00","98.00","98.50","96.26","1.97M","-0.91%"
"11/15/2023","97.89","98.00","99.01","96.80","3.71M","0.50%"
"11/14/2023","97.40","97.20","97.99","97.00","2.52M","0.30%"
"11/13/2023","97.11","96.90","98.00","96.90","2.76M","0.95%"
"11/10/2023","96.20","96.25","97.60","96.05","3.40M","-0.57%"
"11/08/2023","96.75","94.05","97.00","94.00","7.27M","2.63%"
"11/07/2023","94.27","94.05","96.25","93.75","2.19M","0.81%"
"11/06/2023","93.51","93.98","94.94","93.30","1.16M","-0.11%"
"11/03/2023","93.61","94.80","95.50","93.00","818.89K","-0.58%"
"11/02/2023","94.16","93.00","94.99","92.53","1.40M","-1.40%"
"11/01/2023","95.50","94.01","96.68","94.00","3.20M","2.07%"
"10/31/2023","93.56","94.35","95.00","93.55","1.75M","0.01%"
"10/30/2023","93.55","95.99","95.99","92.80","8.10M","-1.94%"
"10/27/2023","95.40","96.70","97.50","95.01","1.52M","-0.57%"
"10/26/2023","95.95","97.75","98.68","95.80","1.12M","-1.10%"
"10/25/2023","97.02","99.40","100.70","96.50","2.71M","-2.00%"
"10/24/2023","99.00","99.90","99.90","98.11","815.05K","-0.13%"
"10/23/2023","99.13","101.00","101.00","99.13","1.45M","-1.36%"
"10/20/2023","100.50","98.55","100.94","97.60","6.11M","2.81%"
"10/19/2023","97.75","95.50","99.00","95.10","3.13M","3.06%"
"10/18/2023","94.85","95.99","96.90","94.85","564.60K","-0.99%"
"10/17/2023","95.80","97.49","97.95","95.80","893.78K","-1.24%"
"10/16/2023","97.00","98.70","99.75","96.90","2.26M","-0.82%"
"10/13/2023","97.80","96.00","98.10","95.55","4.57M","2.41%"
"10/12/2023","95.50","94.49","95.70","94.30","6.60M","0.79%"
"10/11/2023","94.75","94.05","94.90","93.81","1.57M","0.80%"
"10/10/2023","94.00","93.50","94.93","93.30","1.55M","0.00%"
"10/09/2023","94.00","94.13","95.30","93.00","884.30K","-0.95%"
"10/06/2023","94.90","96.00","96.84","94.55","1.66M","-1.66%"
"10/05/2023","96.50","95.89","96.95","95.25","2.77M","1.15%"
"10/04/2023","95.40","90.11","95.60","90.11","6.43M","5.88%"
"10/03/2023","90.10","90.00","90.49","89.55","2.03M","0.36%"
"10/02/2023","89.78","90.52","91.38","89.56","473.31K","-0.64%"
"09/28/2023","90.36","90.98","90.99","89.70","1.74M","-0.15%"
"09/27/2023","90.50","92.00","92.50","90.41","1.84M","-2.16%"
"09/26/2023","92.50","94.35","94.35","92.02","2.08M","-2.02%"
"09/25/2023","94.41","96.60","96.60","94.25","2.35M","-1.68%"
"09/22/2023","96.02","96.50","96.69","95.76","1.86M","-0.08%"
"09/21/2023","96.10","95.50","96.75","95.01","3.14M","0.63%"
"09/20/2023","95.50","96.80","96.80","95.45","882.94K","-0.78%"
"09/19/2023","96.25","96.00","96.75","95.50","1.72M","0.38%"
"09/18/2023","95.89","95.97","96.50","94.95","889.98K","0.41%"
"09/15/2023","95.50","96.50","96.50","94.55","4.84M","-0.52%"
"09/14/2023","96.00","96.65","96.65","95.45","1.06M","0.02%"
"09/13/2023","95.98","96.30","96.60","95.75","893.78K","-0.03%"
"09/12/2023","96.01","97.00","97.63","95.90","1.46M","-0.67%"
"09/11/2023","96.66","97.50","98.40","96.30","2.84M","-0.61%"
"09/08/2023","97.25","97.99","97.99","96.42","3.20M","-0.15%"
"09/07/2023","97.40","98.47","98.50","97.10","1.19M","-0.36%"
"09/06/2023","97.75","97.96","98.50","97.21","1.23M","-0.26%"
"09/05/2023","98.00","96.00","98.50","96.00","1.19M","1.55%"
"09/04/2023","96.50","97.00","98.99","95.50","347.20K","0.73%"
"09/01/2023","95.80","96.00","96.90","94.10","913.66K","-1.03%"
"08/31/2023","96.80","99.00","99.00","94.00","3.00M","-1.31%"
"08/30/2023","98.08","97.60","98.25","95.35","2.20M","0.34%"
"08/29/2023","97.75","98.00","98.84","96.15","1.42M","-0.91%"
"08/28/2023","98.65","99.06","99.88","98.25","808.71K","-1.34%"
"08/25/2023","99.99","99.50","100.10","99.40","1.38M","0.64%"
"08/24/2023","99.35","99.25","100.75","99.25","10.05M","-0.63%"
"08/23/2023","99.98","99.40","100.50","97.50","4.51M","0.99%"
"08/22/2023","99.00","98.29","99.32","97.60","1.90M","0.15%"
"08/21/2023","98.85","100.19","101.00","98.01","1.40M","-2.18%"
"08/18/2023","101.05","101.25","102.45","101.05","1.53M","-0.15%"
"08/17/2023","101.20","100.20","101.80","99.95","1.32M","0.10%"
"08/16/2023","101.10","101.05","102.50","100.50","1.01M","-1.32%"
"08/15/2023","102.45","103.00","103.45","101.82","866.45K","0.15%"
"08/11/2023","102.30","102.00","105.50","101.72","11.42M","0.79%"
"08/10/2023","101.50","104.00","104.20","101.00","2.29M","-1.88%"
"08/09/2023","103.45","100.75","104.30","100.00","3.63M","2.78%"
"08/08/2023","100.65","103.03","103.50","100.26","2.95M","-3.22%"
"08/07/2023","104.00","104.00","105.70","103.10","3.72M","-0.25%"
"08/04/2023","104.26","104.00","104.89","102.20","4.07M","-0.70%"
